13A#0000000000000037
13A#0000000000000037
13F#000000050000003D
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
18E#00007A
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
18E#00007A
294#040B0002CF5A003B
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
18E#00007A
294#040B0002CF5A003B
244#000000015D
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
18E#00007A
294#040B0002CF5A003B
244#000000015D
21E#03E8374522063E
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
18E#00007A
294#040B0002CF5A003B
244#000000015D
21E#03E8374522063E
309#0000000000000093
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
18E#00007A
294#040B0002CF5A003B
244#000000015D
21E#03E8374522063E
309#0000000000000093
183#0000000600001032
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
18E#00007A
294#040B0002CF5A003B
244#000000015D
21E#03E8374522063E
309#0000000000000093
183#0000000600001032
143#6B6B00FF
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
18E#00007A
294#040B0002CF5A003B
244#000000015D
21E#03E8374522063E
309#0000000000000093
183#0000000600001032
143#6B6B00FF
039#0039
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
18E#00007A
294#040B0002CF5A003B
244#000000015D
21E#03E8374522063E
309#0000000000000093
183#0000000600001032
143#6B6B00FF
039#0039
095#800007F400000026
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
18E#00007A
294#040B0002CF5A003B
244#000000015D
21E#03E8374522063E
309#0000000000000093
183#0000000600001032
143#6B6B00FF
039#0039
095#800007F400000026
166#D0320036
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
18E#00007A
294#040B0002CF5A003B
244#000000015D
21E#03E8374522063E
309#0000000000000093
183#0000000600001032
143#6B6B00FF
039#0039
095#800007F400000026
166#D0320036
158#0000000000000037
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
18E#00007A
294#040B0002CF5A003B
244#000000015D
21E#03E8374522063E
309#0000000000000093
183#0000000600001032
143#6B6B00FF
039#0039
095#800007F400000026
166#D0320036
158#0000000000000037
161#000005500108003A
13A#0000000000000037
13F#000000050000003D
164#0000C01AA8000013
17C#0000000010000030
18E#00007A
